actor_loss,batch_reward,critic_loss_in,critic_loss_ood,critic_q1,critic_target_q,fps,frame,share_ratio_now,step,total_time,ucb_curr_actions_ood,ucb_current,ucb_next,ucb_next_actions_ood,ucb_ratio_ood
0.18847867846488953,0.27402570843696594,0.26215511560440063,0.5207212567329407,-0.11342796683311462,0.8189688324928284,97.1549919337552,0,1.5,0.0,10.29283332824707,0.32835325598716736,0.3245680630207062,0.3231389820575714,0.3230540156364441,3.0
-0.15431275129923597,0.2767750264108181,0.05118733667396009,0.03740210361778736,0.32486895463243126,0.5002638810276985,34.974009706894016,1000,1.4994994999999987,1000.0,38.885494232177734,0.0589875878021121,0.0629699440933764,0.06574837029725313,0.05895607216656208,2.9261595592038483
-0.20834257121384145,0.2769306109249592,0.05175227473676205,0.033629556799307465,0.4171995532214642,0.5498796171844006,34.37595010567093,2000,1.498499500000001,2000.0,67.97559976577759,0.06131751652061939,0.06473880268260837,0.06655232956632971,0.061319512262940405,2.783445594073607
-0.17309098790585994,0.27676911774277685,0.055235567580908536,0.031619928371161225,0.3779785282313824,0.5449185086190701,34.79954727361285,3000,1.4974995000000009,3000.0,96.7116060256958,0.06666916178166866,0.0776738616861403,0.07610518428683281,0.06667441915720701,2.647692040852256
-0.1416119890511036,0.27677259904146195,0.05079672832041979,0.025519296277314425,0.3766193131655455,0.49753439411520956,34.798565052342944,4000,1.4964994999999994,4000.0,125.44842338562012,0.06812022150307893,0.07586757595092058,0.07173220236971975,0.068109663374722,2.51855942796883
-0.16423128996789454,0.27686407604813573,0.06524113537371158,0.030535640040412544,0.4052400865405798,0.5677427175343037,34.55553714942441,5000,1.4954995000000004,5000.0,154.38734602928162,0.07078232854604721,0.09044306958466768,0.08213076381757856,0.07074724751710891,2.395724840479903
-0.17421275423467159,0.27680428004264834,0.06994206017628313,0.03434345001354813,0.4316894171833992,0.5989644121527672,34.95829387752612,6000,1.4944995000000003,6000.0,182.99286127090454,0.07713097110390663,0.10059474055469037,0.09304975229501725,0.07717998707666993,2.2788811125736492
-0.19838762898743154,0.2768660389184952,0.06757058953493833,0.03117071450315416,0.483183768093586,0.6132940172851086,34.55828379226028,7000,1.4934995000000002,7000.0,211.92948389053345,0.07643668388575316,0.0968393753990531,0.08679756007343531,0.07644084247201681,2.1677360594568955
-0.16598868511617185,0.27670823377370835,0.06389967374503612,0.025766364615410566,0.46485072892904283,0.591743430942297,34.51280738014329,8000,1.4924995000000003,8000.0,240.904235124588,0.07386143346130848,0.09667296657711268,0.08755015897005797,0.07385438080132008,2.0620117467044237
-0.16918229481577873,0.276883702814579,0.06229795632883906,0.024297715010121464,0.48274291583895684,0.5912863489091397,34.21768320831962,9000,1.4914995000000002,9000.0,270.12889099121094,0.07504124184325338,0.09495375794172287,0.08648777164518834,0.07507948285341262,1.9614437952433663
-0.19223841361701488,0.27690219900012014,0.05815505240857601,0.023677270386368035,0.5070024946630001,0.607361642986536,28.5469063412989,10000,1.4904994999999992,10000.0,305.15895676612854,0.07457097218930721,0.09123988657444715,0.08490317710489034,0.07459324300289154,1.8657807202347552
-0.19805825199186802,0.27679369843006135,0.06464864518493414,0.026120566425845027,0.523477503746748,0.6337664831280708,34.78068342572198,11000,1.4894995000000004,11000.0,333.9105489253998,0.08089022772014141,0.0967708535566926,0.09079964581131936,0.08089235012233258,1.7747833021989736
-0.23999900148808956,0.2768736070394516,0.07241769152507185,0.028456027954816818,0.5774134185314178,0.69632833892107,34.86730688455452,12000,1.4884995000000005,12000.0,362.5907108783722,0.08611949575692415,0.10336428406834602,0.09647888567298651,0.08611297065019607,1.6882239888125683
-0.24869350408017635,0.276858737975359,0.07147732369601727,0.025686454508453607,0.6024647601544857,0.7178047017455101,34.87906465286628,13000,1.4874995,13000.0,391.26120495796204,0.08452877305448055,0.10286617470532655,0.09606267031282187,0.08453695847839117,1.6058863258804101
-0.28479383774101735,0.2767459323704243,0.07377792685851454,0.02573824443295598,0.6459855640530586,0.7429065211415291,34.84830958981727,14000,1.4864994999999992,14000.0,419.95700192451477,0.08782447939366102,0.10341010980308056,0.0969946698397398,0.08788405428081751,1.5275644160604327
-0.309046257853508,0.2769724511802196,0.07470682711154222,0.024926002860069275,0.6794268891215325,0.7834062492847442,35.0646804084781,15000,1.4854994999999998,15000.0,448.47572803497314,0.08945980563014745,0.10460092885792255,0.09841744317114354,0.08945238690078258,1.4530624039872562
-0.33774363458156587,0.2769050056934357,0.07390290995314718,0.024550976322963835,0.7289925844073296,0.7962022807002067,34.220917214839524,16000,1.4844995000000005,16000.0,477.69762229919434,0.09252075197547674,0.1058518070653081,0.09977340033650398,0.09265209243446589,1.3821939865072734
-0.3572521819472313,0.27700739669799807,0.0765357250533998,0.024728689851239324,0.741839203953743,0.8389635871648788,34.76296883642844,17000,1.4834994999999997,17000.0,506.46386528015137,0.09653855422884226,0.1090049684420228,0.10335455513745546,0.09657586988806724,1.314781946800423
-0.37617703852057455,0.2768897176682949,0.0767606201544404,0.023955333050340415,0.766179684638977,0.8531155845522881,34.911349868533,18000,1.4824995,18000.0,535.1078455448151,0.09975878912210465,0.11083269928395748,0.10603531516343355,0.09980232989042997,1.250657711223672
-0.4151239192187786,0.2768403020501137,0.07764359369128943,0.024263424901291727,0.812451581954956,0.8944285706877708,34.60264265664817,19000,1.4814994999999997,19000.0,564.0073730945587,0.10405953688919545,0.11373932553827762,0.10961114025115967,0.10410561725497246,1.1896609277680197
